,SQALE_INDEX,COMMIT_DATE
3539,0,2003-03-09 00:11:46
3540,0,2003-03-09 20:38:30
3541,0,2003-03-10 16:35:45
3542,0,2003-03-10 23:03:53
3543,0,2003-03-11 03:00:19
3544,0,2003-03-11 11:19:29
3545,0,2003-03-11 15:29:13
3546,0,2003-03-11 17:09:04
3547,0,2003-03-12 07:38:42
3548,0,2003-03-12 09:35:39
3549,0,2003-03-12 14:30:59
3550,0,2003-03-12 15:06:23
3551,0,2003-03-12 15:36:19
3552,0,2003-03-13 05:52:09
3553,0,2003-03-13 15:13:14
3554,0,2003-03-15 09:56:04
3555,0,2003-03-15 20:21:20
3556,0,2003-03-16 08:07:29
3557,0,2003-03-16 11:19:54
3558,0,2003-03-16 11:20:54
3559,0,2003-03-16 14:25:31
3560,0,2003-03-16 17:49:16
3561,0,2003-03-16 18:03:56
3562,0,2003-03-17 00:32:35
3563,0,2003-03-17 01:50:09
3564,0,2003-03-17 04:29:48
3565,0,2003-03-17 09:49:32
3566,0,2003-03-17 18:54:04
3567,0,2003-03-17 19:19:25
3568,0,2003-03-18 01:01:27
3569,0,2003-03-18 15:23:49
3570,0,2003-03-18 21:22:09
3571,0,2003-03-19 06:19:38
3572,0,2003-03-19 08:19:12
3573,0,2003-03-19 12:47:34
3574,0,2003-03-19 15:21:19
3575,0,2003-03-19 15:42:17
3576,0,2003-03-19 17:28:08
3577,0,2003-03-19 17:37:12
3578,0,2003-03-20 02:46:32
3579,0,2003-03-20 04:18:51
3580,0,2003-03-20 08:54:18
3581,0,2003-03-20 11:45:59
3582,0,2003-03-20 15:04:16
3583,0,2003-03-20 15:27:05
3584,0,2003-03-21 08:54:30
3585,0,2003-03-21 17:28:42
3586,0,2003-03-23 12:35:11
3587,0,2003-03-23 19:41:03
3588,0,2003-03-23 19:42:38
3589,0,2003-03-24 14:33:58
3590,0,2003-03-26 05:28:08
3591,0,2003-03-27 03:43:01
3592,0,2003-03-27 18:59:24
3593,0,2003-03-27 19:01:42
3594,0,2003-03-27 19:02:39
3595,0,2003-03-27 19:11:53
3596,0,2003-04-01 21:25:10
3597,0,2003-04-02 04:22:14
3598,0,2003-04-02 21:38:38
3599,0,2003-04-02 21:39:09
3600,0,2003-04-04 13:19:07
3601,0,2003-04-06 03:04:27
3602,0,2003-04-06 06:39:01
3603,0,2003-04-06 06:41:40
3604,0,2003-04-09 11:12:20
3605,0,2003-04-09 12:17:20
3606,0,2003-04-09 12:24:35
3607,0,2003-04-11 13:14:51
3608,0,2003-04-12 21:29:05
3609,0,2003-04-12 23:35:29
3610,0,2003-04-13 00:24:45
3611,0,2003-04-13 21:53:37
3612,0,2003-04-13 22:07:51
3613,0,2003-04-14 04:41:38
3614,0,2003-04-14 06:25:08
3615,0,2003-04-14 15:52:31
3616,0,2003-04-14 18:47:10
3617,0,2003-04-15 06:52:28
3618,0,2003-04-15 20:31:19
3619,0,2003-04-15 21:12:44
3620,0,2003-04-15 23:29:40
3621,0,2003-04-16 10:54:00
3622,0,2003-04-16 10:56:44
3623,0,2003-04-16 13:10:00
3624,0,2003-04-16 13:47:59
3625,0,2003-04-17 07:32:02
3626,0,2003-04-17 07:36:25
3627,0,2003-04-17 13:36:09
3628,0,2003-04-17 20:38:40
3629,0,2003-04-18 08:53:43
3630,0,2003-04-19 02:44:09
3631,0,2003-04-19 07:57:26
3632,0,2003-04-19 16:03:56
3633,0,2003-04-19 16:10:32
3634,0,2003-04-19 16:11:17
3635,0,2003-04-19 21:59:09
3636,0,2003-04-20 20:05:38
3637,0,2003-04-21 05:34:47
3638,0,2003-04-21 19:26:15
3639,0,2003-04-22 07:37:19
3640,0,2003-04-22 07:38:18
3641,0,2003-04-22 12:04:22
3642,0,2003-04-22 20:03:43
3643,0,2003-04-23 06:20:20
3644,0,2003-04-23 06:42:26
3645,0,2003-04-23 20:44:59
3646,0,2003-04-23 20:57:17
3647,0,2003-04-25 08:35:01
3648,0,2003-04-25 08:51:11
3649,0,2003-04-26 12:09:44
3650,0,2003-04-26 12:10:44
3651,0,2003-04-26 22:00:32
3652,0,2003-04-27 01:57:05
3653,0,2003-04-27 08:28:51
3654,0,2003-04-27 09:42:42
3655,0,2003-04-27 12:52:53
3656,0,2003-04-27 14:45:04
3657,0,2003-04-27 14:48:32
3658,0,2003-04-27 16:41:31
3659,0,2003-04-27 17:00:44
3660,0,2003-04-27 17:57:41
3661,0,2003-04-27 22:13:36
3662,0,2003-04-29 10:45:03
3663,0,2003-04-29 10:45:22
3664,0,2003-04-30 01:50:02
3665,0,2003-04-30 05:14:03
3666,0,2003-04-30 09:39:02
3667,0,2003-05-01 09:32:34
3668,0,2003-05-01 09:35:42
3669,0,2003-05-01 09:49:14
3670,0,2003-05-01 13:03:50
3671,0,2003-05-01 14:48:47
3672,0,2003-05-01 16:03:38
3673,0,2003-05-01 21:53:18
3674,0,2003-05-02 13:10:23
3675,0,2003-05-02 15:25:23
3676,0,2003-05-02 19:49:24
3677,0,2003-05-03 10:24:55
3678,0,2003-05-03 11:17:44
3679,0,2003-05-03 11:22:55
3680,0,2003-05-04 03:27:05
3681,0,2003-05-04 19:01:59
3682,0,2003-05-04 20:19:42
3683,0,2003-05-04 20:24:47
3684,0,2003-05-04 20:30:56
3685,0,2003-05-04 20:43:23
3686,0,2003-05-05 08:41:55
3687,0,2003-05-06 08:50:33
3688,0,2003-05-06 09:47:23
3689,0,2003-05-06 12:09:20
3690,0,2003-05-06 17:08:53
3691,0,2003-05-06 23:42:21
3692,0,2003-05-07 04:36:34
3693,0,2003-05-07 06:24:40
3694,0,2003-05-07 13:28:35
3695,0,2003-05-07 19:15:02
3696,0,2003-05-07 20:24:03
3697,0,2003-05-08 00:05:05
3698,0,2003-05-08 05:05:22
3699,0,2003-05-08 10:13:02
3700,0,2003-05-08 11:54:01
3701,0,2003-05-08 13:38:11
3702,0,2003-05-08 14:01:03
3703,0,2003-05-08 20:42:38
