,Actual,Mean_Simulation,Simulated_36,Simulated_6,Simulated_10,Simulated_24,Simulated_9,Simulated_3,Simulated_31,Simulated_15,Simulated_32,Simulated_29,Simulated_35,Simulated_40,Simulated_46,Simulated_23,Simulated_30,Simulated_17,Simulated_33,Simulated_49,Simulated_20,Simulated_48,Simulated_37,Simulated_21,Simulated_39,Simulated_1,Simulated_28,Simulated_19,Simulated_41,Simulated_11,Simulated_38,Simulated_26,Simulated_42,Simulated_44,Simulated_47,Simulated_0,Simulated_34,Simulated_45,Simulated_25,Simulated_22,Simulated_2,Simulated_43,Simulated_16,Simulated_18,Simulated_8,Simulated_14,Simulated_13,Simulated_27,Simulated_12,Simulated_7,Simulated_5,Simulated_4,Deviation_Simulated_36,Deviation_Simulated_6,Deviation_Simulated_10,Deviation_Simulated_24,Deviation_Simulated_9,Deviation_Simulated_3,Deviation_Simulated_31,Deviation_Simulated_15,Deviation_Simulated_32,Deviation_Simulated_29,Deviation_Simulated_35,Deviation_Simulated_40,Deviation_Simulated_46,Deviation_Simulated_23,Deviation_Simulated_30,Deviation_Simulated_17,Deviation_Simulated_33,Deviation_Simulated_49,Deviation_Simulated_20,Deviation_Simulated_48,Deviation_Simulated_37,Deviation_Simulated_21,Deviation_Simulated_39,Deviation_Simulated_1,Deviation_Simulated_28,Deviation_Simulated_19,Deviation_Simulated_41,Deviation_Simulated_11,Deviation_Simulated_38,Deviation_Simulated_26,Deviation_Simulated_42,Deviation_Simulated_44,Deviation_Simulated_47,Deviation_Simulated_0,Deviation_Simulated_34,Deviation_Simulated_45,Deviation_Simulated_25,Deviation_Simulated_22,Deviation_Simulated_2,Deviation_Simulated_43,Deviation_Simulated_16,Deviation_Simulated_18,Deviation_Simulated_8,Deviation_Simulated_14,Deviation_Simulated_13,Deviation_Simulated_27,Deviation_Simulated_12,Deviation_Simulated_7,Deviation_Simulated_5,Deviation_Simulated_4
10,25928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,29139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,29000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,32063.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,42606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,51421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,82708.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,85924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,87163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,84571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,86546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,86737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,86820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,93502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,89784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,92879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,93680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,95541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,95402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,96726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,98127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,98899.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,98936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,94642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,95731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,98144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,98558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,99052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,99459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,100386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,99326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,63745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,102145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,68658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,66863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,66772.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,67183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,67459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,68722.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,69429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,69798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,71737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,71711.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,71788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,74865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,80013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,77671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,79153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,87576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,89830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,115264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,110234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,116422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,116421.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,,115473.30067176871,114542.7083493239,115240.17157185609,118769.00404292793,113876.47111915695,112555.54096701789,112268.47841070486,120854.66609617937,122429.25616846341,121351.72575316696,119584.11517660052,113220.88488106891,123160.24695603971,106509.9024290912,124317.21610128955,112497.84925924898,105251.29610401619,123707.96972815089,121860.37123547916,117936.21067195828,122716.9658751244,113474.01905316369,115309.40287054595,120777.72264914805,112839.47631314263,124245.39903327118,111686.61450148029,122060.36973834789,123409.88711947226,106027.78600923913,109264.72721224767,120968.84741332034,104990.0201073334,106799.85975479394,108346.31783022243,124478.0400397878,107603.43755893526,107379.5547971394,114953.27047925975,123586.45581545694,101954.19146221397,108266.44692177234,126219.00139524671,120995.44228726548,105927.22223190701,106111.09434239511,126899.68274691823,97236.21326464742,130179.03835627886,93146.66618838043,135877.77519823523,930.5923224448052,233.1290999126213,3295.703371159223,1596.8295526117581,2917.759704750817,3204.8222610638477,5381.365424410658,6955.9554966947035,5878.425081398251,4110.814504831811,2252.4157906998007,7686.946284271005,8963.398242677504,8843.915429520843,2975.451412519731,10222.00456775252,8234.669056382176,6387.070563710455,2462.9100001895713,7243.665203355689,1999.2816186050186,163.89780122275988,5304.421977379345,2633.8243586260796,8772.098361502474,3786.68617028842,6587.069066579177,7936.58644770355,9445.514662529575,6208.573459521038,5495.546741551632,10483.280564435307,8673.440916974767,7126.982841546283,9004.739368019087,7869.863112833453,8093.745874629312,520.0301925089589,8113.155143688229,13519.109209554736,7206.853749996371,10745.700723478003,5522.141615496774,9546.078439861696,9362.2063293736,11426.382075149522,18237.08740712129,14705.737684510153,22326.634483388276,20404.474526466525
67,,115764.64215917783,116969.83830194738,113706.27375835505,114726.86021830831,111568.19610371033,112606.43683936264,112374.66200906147,117347.05486932257,115443.93028378215,113917.49698969942,112057.33824426976,110182.28596546696,116963.85566146577,115587.37534396951,115145.29528993994,122714.85927524135,114707.24867475059,118820.18808206957,121016.34258618302,125198.27849818178,111069.72505863848,125945.52027648788,129031.91930101131,106724.01840368813,102317.78539788122,123281.8563445194,103239.07924928424,126355.37861321056,125042.7396597716,107573.11080316719,104093.87513171221,128568.09361095389,107728.19542690898,105828.51910582588,101902.07099695558,128080.02733621898,102215.9388878226,102395.54724596946,136759.3909865936,129589.38648948833,106923.72816371688,100303.2867173488,129820.82028640152,136725.0257836057,98130.1610515818,97486.62678895905,137680.88947566942,99586.46914506493,136667.55575773268,94507.90970304866,141603.6397645667,1205.1961427695496,2058.3684008227865,1037.7819408695213,4196.446055467502,3158.205319815199,3389.98015011636,1582.4127101447375,320.7118753956893,1847.1451694784191,3707.3039149080723,5582.356193710875,1199.2135022879374,177.26681520832062,619.3468692378956,6950.217116063519,1057.3934844272444,3055.5459228917316,5251.700427005184,9433.636339003948,4694.917100539358,10180.878117310043,13267.277141833474,9040.623755489709,13446.856761296614,7517.214185341567,12525.56290989359,10590.736454032725,9278.097500593765,8191.531356010644,11670.767027465627,12803.451451776054,8036.446732268858,9936.123053351956,13862.571162222259,12315.385177041142,13548.703271355233,13369.094913208377,20994.74882741575,13824.744330310496,8840.913995460956,15461.35544182903,14056.178127223684,20960.383624427865,17634.48110759603,18278.01537021878,21916.247316491586,16178.173014112908,20902.91359855485,21256.732456129175,25838.997605388868
68,Average deviation,,711.9294884047849,763.832500245136,1444.4951040095814,1931.0918693597534,2025.3216748553386,2198.2674703934026,2321.259378185132,2425.5557906967974,2575.190083625557,2606.039473246628,2611.5906614702253,2962.0532621863144,3046.888352628608,3154.420766252913,3308.556176194417,3759.799350726588,3763.4049930913025,3879.5903302385464,3965.5154463978397,3979.5274346316824,4060.0532453050205,4477.058314352078,4781.681910956351,5360.227039974231,5429.770848948014,5437.41636006067,5725.935173537301,5738.227982765772,5879.015339513407,5959.780162328888,6099.666064442562,6173.2424322347215,6203.187990108908,6996.5180012561805,7106.708181686743,7139.522128062895,7154.280262612563,7171.59300664157,7312.633157999575,7453.341068338564,7556.069730608467,8267.292950233896,8827.508413308213,9060.186515819243,9213.40723319746,11114.209797213703,11471.753473744733,11869.550427688335,14527.78897983915,15414.490710618464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
